UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE
120971,R,346596,A,,A,,G,11553,A,,G,11553,A,,A,,2
121044,R,535616,A,,A,,G,17854,A,,G,17854,A,,A,,2
121150,R,126410,A,,R,137179,G,4214,G,5716,G,4214,G,5716,R,687,2
121257,R,36432,A,,A,,G,1214,A,,G,1214,A,,A,,2
121309,R,92374,A,,R,28579,G,3079,G,1191,R,2887,G,1191,R,18,2
121345,R,54884,A,,A,,G,1829,A,,G,1829,A,,A,,2
121363,R,85748,A,,A,,G,2858,A,,G,2858,A,,A,,2
121433,A,,R,96316,A,,G,107,A,,G,107,A,,A,,1
121619,R,350045,A,,A,,G,11668,A,,G,11668,A,,A,,2
121628,A,,A,,R,1538,A,,G,43,A,,R,158,A,,-2
121637,A,,R,74968,A,,G,83,A,,G,83,A,,A,,1
121691,R,64591,A,,R,21731,G,2153,G,905,G,2153,G,905,R,54,2
121707,R,76827,A,,A,,G,2561,A,,G,2561,A,,A,,2
121859,A,,R,225869,A,,G,251,A,,G,251,A,,A,,1
121868,A,,R,198239,A,,G,220,A,,G,220,A,,A,,1
121886,R,284362,A,,A,,G,9479,A,,G,9479,A,,A,,2
121901,R,382313,A,,A,,G,12744,A,,G,12744,A,,A,,2
122117,R,0,A,,R,4531,G,0,G,126,G,0,G,126,R,11,2
122180,R,366082,A,,A,,G,12203,A,,G,12203,A,,A,,2
122205,R,361735,A,,A,,G,12058,A,,G,12058,A,,A,,2
122296,R,31300,A,,R,31651,G,1043,G,1319,G,1043,G,1319,R,134,2
122339,R,182375,A,,A,,G,6079,A,,G,6079,A,,A,,2
122375,R,312179,A,,A,,G,10406,A,,G,10406,A,,A,,2
122384,R,184730,A,,A,,G,6158,A,,G,6158,A,,A,,2
122409,R,984848,A,,R,94315,G,32828,G,3930,G,32828,G,3930,R,237,2
122436,R,175011,A,,R,51038,G,5834,G,2127,G,5834,G,2127,R,848,2
122506,R,7227,A,,R,5866,G,241,G,244,R,215,R,186,A,,2
122597,R,560425,A,,R,50826,G,18681,G,2118,G,18681,G,2118,R,102,2
122612,R,179869,A,,R,58616,G,5996,G,2442,G,5996,G,2442,R,562,2
122649,A,,A,,A,,A,,A,,A,,A,,R,131,-2
122658,R,479462,A,,A,,G,15982,A,,G,15982,A,,A,,2
122685,R,78579,A,,A,,G,2619,A,,G,2619,A,,A,,2
122694,R,31502,A,,A,,G,1050,A,,G,1050,A,,A,,2
122728,R,31425,A,,R,8894,G,1048,G,371,G,1048,G,371,A,,2
122746,R,134020,A,,A,,G,4467,A,,G,4467,A,,A,,2
122755,R,716276,A,,R,141882,G,23876,G,5912,G,23876,G,5912,R,66,2
122791,R,149985,A,,A,,G,5000,A,,G,5000,A,,A,,2
122889,R,265228,A,,A,,G,8841,A,,G,8841,A,,A,,2
122931,R,314404,A,,R,60462,G,6987,G,1680,R,6139,G,1680,R,681,2
122977,R,499057,A,,A,,G,16635,A,,G,16635,A,,A,,2
123013,R,289375,A,,A,,G,9646,A,,G,9646,A,,A,,2
123095,A,,A,,R,13974,A,,G,582,A,,G,582,R,2,-2
123165,R,34793,A,,R,329,G,1160,G,14,G,1160,G,14,A,,2
123217,R,264601,A,,A,,G,8820,A,,G,8820,A,,A,,2
123280,R,259,A,,R,120,G,9,G,5,G,9,G,5,A,,2
123299,R,151529,A,,A,,G,5051,A,,G,5051,A,,A,,2
123341,R,340607,A,,A,,G,11354,A,,G,11354,A,,A,,2
123350,A,,R,149900,A,,G,167,A,,G,167,A,,A,,1
123448,A,,A,,R,2013,A,,G,84,A,,G,84,R,302,-2
123457,R,20973,A,,R,3297,G,699,G,137,G,699,G,137,A,,2
123484,R,30112,A,,A,,G,1004,A,,G,1004,A,,A,,2
123493,A,,R,71456,A,,G,79,A,,G,79,A,,A,,1
123509,R,151722,A,,A,,G,5057,A,,G,5057,A,,A,,2
123527,R,250063,A,,A,,G,8335,A,,G,8335,A,,A,,2
123554,R,69748,A,,R,18201,G,2325,G,758,G,2325,G,758,R,7,2
123563,R,168856,A,,A,,G,5629,A,,G,5629,A,,A,,2
123572,R,156881,A,,R,7501,G,5229,G,313,G,5229,G,313,A,,2
123633,A,,A,,R,6774,A,,G,188,A,,G,188,R,97,-2
123642,R,9135,A,,A,,G,305,A,,G,305,A,,A,,2
123651,R,53930,A,,R,5015,G,1798,G,209,G,1798,G,209,A,,2
123679,R,25326,A,,A,,G,844,A,,G,844,A,,A,,2
123800,R,388534,A,,A,,G,12951,A,,G,12951,A,,A,,2
123916,A,,A,,R,1369,A,,G,57,A,,G,57,A,,-2
123943,A,,A,,R,6995,A,,G,194,A,,G,194,R,540,-2
123952,R,7407,A,,R,9012,G,247,G,376,G,247,G,376,A,,2
123961,R,664955,A,,R,373833,G,22165,G,15576,G,22165,G,15576,R,3698,2
123970,A,,A,,R,34,A,,G,1,A,,G,1,R,949,-2
124113,R,49063,A,,A,,G,1635,A,,G,1635,A,,A,,2
124283,A,,A,,R,2086,A,,G,87,A,,G,87,R,18,-2
124292,R,19408,A,,A,,G,647,A,,G,647,A,,A,,2
124487,R,1782,A,,R,607,G,40,G,17,G,40,G,17,A,,2
124681,R,43632,A,,A,,G,1454,A,,G,1454,A,,A,,2
124706,R,30222,A,,A,,G,1007,A,,G,1007,A,,A,,2
124937,R,19228,A,,A,,G,641,A,,G,641,A,,A,,2
125028,R,210825,A,,A,,G,7028,A,,G,7028,A,,A,,2
125037,A,,A,,R,273,A,,G,11,A,,G,11,R,308,-2
125082,A,,R,75468,A,,G,84,A,,G,84,A,,A,,1
125091,R,319310,A,,A,,G,10644,A,,G,10644,A,,A,,2
125170,R,97442,A,,A,,G,3248,A,,G,3248,A,,A,,2
125231,R,262155,A,,R,1130503,G,5826,G,31403,R,5462,R,31881,A,,2
125310,A,,R,37827,A,,G,42,A,,G,42,A,,A,,1
125462,R,52574,A,,A,,G,1752,A,,G,1752,A,,A,,2
125471,R,148538,A,,A,,G,4951,A,,G,4951,A,,A,,2
125499,R,136279,A,,A,,G,4543,A,,G,4543,A,,A,,2
125532,R,71846,A,,A,,G,2395,A,,G,2395,A,,A,,2
125718,A,,A,,R,2709,A,,G,113,A,,G,113,A,,-2
125727,R,40540,A,,R,48,G,1351,G,2,G,1351,G,2,A,,2
125763,R,22525,A,,R,706,G,751,G,29,G,751,G,29,A,,2
125897,R,23728,A,,R,1920,G,791,G,80,G,791,G,80,A,,2
126012,A,,A,,R,14200,A,,G,592,A,,G,592,A,,-2
126049,A,,A,,R,22,A,,G,1,A,,G,1,R,179,-2
126076,R,6120,A,,A,,G,204,A,,G,204,A,,A,,2
126119,R,100836,A,,A,,G,3361,A,,G,3361,A,,A,,2
126182,R,37149,A,,R,37636,G,1238,G,1568,G,1238,G,1568,A,,2
126207,R,122084,A,,A,,G,4069,A,,G,4069,A,,A,,2
126289,R,213178,A,,A,,G,7106,A,,G,7106,A,,A,,2
126359,R,8544,A,,A,,G,190,A,,G,190,A,,A,,2
126562,R,318157,A,,R,118588,G,10605,G,4941,G,10605,G,4941,R,2050,2
126580,R,247508,A,,R,28928,G,8250,G,1205,G,8250,G,1205,R,25,2
126605,R,15784,A,,A,,G,526,A,,G,526,A,,A,,2
126614,R,953345,A,,R,118240,G,31778,G,4927,G,31778,G,4927,R,543,2
126669,R,182718,A,,R,32578,G,6091,G,1357,G,6091,G,1357,R,32,2
126678,R,71699,A,,R,703,G,2390,G,29,R,2241,G,29,A,,2
126687,R,22181,A,,A,,G,739,A,,G,739,A,,A,,2
126711,R,95796,A,,A,,G,3193,A,,G,3193,A,,A,,2
126748,R,21594,A,,A,,G,720,A,,G,720,A,,A,,2
126775,R,172705,A,,R,32952,G,5757,G,1373,G,5757,G,1373,A,,2
126784,A,,R,126871,A,,G,141,A,,G,141,A,,A,,1
126818,R,713942,A,,R,104086,G,23798,G,4337,G,23798,G,4337,R,609,2
126827,R,1383185,A,,R,83473,G,30737,G,2319,G,30737,G,2319,R,319,2
126863,R,128636,A,,A,,G,4288,A,,G,4288,A,,A,,2
126915,R,8995,A,,A,,G,300,A,,G,300,A,,A,,2
126942,R,135688,A,,A,,G,4523,A,,G,4523,A,,A,,2
126951,R,39584,A,,A,,G,1319,A,,G,1319,A,,A,,2
126979,A,,A,,R,11744,A,,G,489,A,,G,489,A,,-2
127060,R,276245,A,,R,160048,G,6139,G,4446,G,6139,G,4446,R,960,2
127158,R,142198,A,,A,,G,4740,A,,G,4740,A,,A,,2
127185,R,86218,A,,R,1544,G,2874,G,64,G,2874,G,64,A,,2
127200,R,337897,A,,A,,G,11263,A,,R,11333,A,,A,,2
127273,A,,A,,R,3296,A,,G,92,A,,G,92,R,3,-2
127316,A,,R,264760,A,,G,294,A,,G,294,A,,A,,1
127389,R,15542,A,,A,,G,518,A,,R,540,A,,A,,2
127556,R,217227,A,,R,7741,G,7241,G,323,G,7241,G,323,R,22,2
127565,R,366076,A,,R,22783,G,12203,G,949,G,12203,G,949,A,,2
127617,R,24574,A,,A,,G,819,A,,G,819,A,,A,,2
127653,R,9493,A,,R,14912,G,316,G,621,G,316,G,621,A,,2
127714,R,4348,A,,A,,G,145,A,,G,145,A,,A,,2
127732,R,28097,A,,A,,G,937,A,,G,937,A,,A,,2
127741,R,165784,A,,R,39703,G,5526,G,1654,G,5526,G,1654,R,28,2
127778,R,20606,A,,A,,G,687,A,,G,687,A,,A,,2
127820,R,246712,A,,A,,G,8224,A,,G,8224,A,,A,,2
127884,R,101642,A,,A,,G,3388,A,,G,3388,A,,A,,2
127909,R,136754,A,,R,3824,G,4558,G,159,G,4558,G,159,A,,2
127918,R,69530,A,,R,24223,G,2318,G,1009,G,2318,G,1009,R,678,2
127945,R,55626,A,,R,0,G,1854,G,0,G,1854,G,0,A,,2
127954,A,,R,5000,R,520,G,6,G,22,G,6,G,22,A,,1
128106,R,93976,A,,R,47603,G,3133,G,1983,G,3133,G,1983,R,625,2
128151,R,27410,A,,A,,G,914,A,,G,914,A,,A,,2
128179,R,29116,A,,A,,G,971,A,,G,971,A,,A,,2
128188,R,33000,R,170000,A,,G,1289,A,,G,1289,A,,A,,3
128258,R,32824,A,,A,,G,1094,A,,G,1094,A,,A,,2
128328,R,139440,A,,A,,G,4648,A,,G,4648,A,,A,,2
128337,A,,R,114011,A,,G,127,A,,G,127,A,,A,,1
128391,R,61741,A,,R,8857,G,2058,G,369,G,2058,G,369,A,,2
128498,R,26858,A,,R,5678,G,895,G,237,G,895,G,237,A,,2
128586,R,1980,A,,A,,G,66,A,,G,66,A,,A,,2
128744,R,43246,A,,R,49248,G,1442,G,2052,G,1442,G,2052,R,129,2
128771,R,206469,A,,R,28100,G,6882,G,1171,G,6882,G,1171,A,,2
128780,R,33637,A,,R,1296,G,1121,G,54,G,1121,G,54,A,,2
128896,A,,R,214500,A,,G,238,A,,G,238,A,,A,,1
128902,R,65724,A,,A,,G,2191,A,,G,2191,A,,A,,2
129002,R,19623,A,,A,,G,436,A,,G,436,A,,A,,2
129020,R,694431,A,,R,108594,G,23148,G,4525,G,23148,G,4525,R,1442,2
129154,R,74904,A,,R,2623,G,2497,G,109,R,1979,R,76,A,,2
129181,R,34414,A,,A,,G,1147,A,,G,1147,A,,A,,2
129215,R,100724,A,,R,3406,G,3357,G,142,G,3357,G,142,A,,2
129242,R,157663,A,,R,23096,G,5255,G,962,G,5255,G,962,R,122,2
129349,A,,R,155419,A,,G,173,A,,R,143,A,,A,,1
129367,R,673776,A,,A,,G,22459,A,,G,22459,A,,A,,2
129482,R,11966,R,7600,A,,G,407,A,,G,407,A,,A,,3
129491,A,,A,,R,1674,A,,G,70,A,,G,70,A,,-2
129525,R,127387,A,,R,33021,G,4246,G,1376,G,4246,G,1376,R,255,2
129534,R,5570,A,,R,5805,G,186,G,242,G,186,R,324,A,,2
129774,R,12772,A,,A,,G,426,A,,G,426,A,,A,,2
129923,R,29115,A,,A,,G,971,A,,G,971,A,,A,,2
129932,R,27346,A,,A,,G,912,A,,G,912,A,,A,,2
129941,R,140408,A,,R,90522,G,4680,G,3772,G,4680,G,3772,R,23,2
130174,R,66089,A,,A,,G,1469,A,,G,1469,A,,A,,2
130183,R,421842,A,,R,34414,G,14061,G,1434,G,14061,G,1434,R,283,2
130226,R,205810,A,,R,38873,G,6860,G,1620,G,6860,G,1620,R,1063,2
130253,R,218800,A,,R,83796,G,7293,G,3492,G,7293,G,3492,R,362,2
130314,R,25114,A,,R,18930,G,837,G,789,G,837,G,789,R,113,2
130493,R,179615,A,,R,36590,G,5987,G,1525,G,5987,G,1525,A,,2
130590,R,66272,A,,R,724,G,2209,G,30,G,2209,G,30,A,,2
130624,R,37950,A,,A,,G,1265,A,,R,1081,A,,A,,2
130697,R,105836,A,,R,4228,G,3528,G,176,G,3528,G,176,A,,2
130776,R,95751,A,,R,9762,G,3192,G,407,G,3192,G,407,R,22,2
130794,R,253348,A,,R,210554,G,8445,G,8773,G,8445,G,8773,R,459,2
130837,R,1032,A,,A,,G,34,A,,G,34,A,,A,,2
130873,R,15171,R,16460,A,,G,524,A,,G,524,A,,A,,3
130907,R,235644,A,,A,,G,7855,A,,G,7855,A,,A,,2
130934,R,140571,A,,R,15948,G,4686,G,665,G,4686,G,665,A,,2
130943,R,597008,A,,R,62774,G,19900,G,2616,R,19560,R,4279,R,189,2
130989,R,18580,A,,R,8276,G,619,G,345,G,619,G,345,A,,2
131061,A,,R,150158,A,,G,167,A,,G,167,A,,A,,1
131113,R,199766,A,,R,96353,G,6659,G,4015,G,6659,G,4015,R,16,2
131159,R,232853,A,,R,66942,G,7762,G,2789,G,7762,R,3043,R,1427,2
131283,R,95326,A,,R,24783,G,3178,G,1033,G,3178,G,1033,R,403,2
131399,R,76748,A,,R,6404,G,2558,G,267,G,2558,G,267,R,252,2
131405,A,,A,,R,1774,A,,G,74,A,,G,74,A,,-2
131450,R,25453,A,,R,10753,G,848,G,448,G,848,G,448,A,,2
131469,R,337944,A,,R,192126,G,11265,G,8005,G,11265,G,8005,R,3421,2
131496,R,216967,A,,R,179722,G,7232,G,7488,G,7232,G,7488,R,2881,2
131520,R,309479,A,,R,38298,G,10316,G,1596,G,10316,G,1596,R,1418,2
131803,R,10062,A,,R,1035,G,224,G,29,G,224,G,29,A,,2
131830,R,749,A,,A,,G,25,A,,G,25,A,,A,,2
131876,R,36910,A,,R,4323,G,1230,G,180,G,1230,G,180,A,,2
131973,A,,A,,R,5584,A,,G,233,A,,G,233,R,265,-2
132374,A,,R,1292529,A,,G,1436,A,,G,1436,A,,A,,1
132408,R,6500,A,,R,660,G,217,G,28,G,217,G,28,A,,2
132471,R,64218,A,,R,54125,G,2141,G,2255,G,2141,G,2255,R,1205,2
132602,R,73075,A,,R,2060,G,2436,G,86,G,2436,G,86,A,,2
132657,R,90094,A,,R,17421,G,3003,G,726,G,3003,G,726,A,,2
132675,A,,R,62080,A,,G,69,A,,G,69,A,,A,,1
132693,R,280750,R,308009,A,,G,9701,A,,G,9701,A,,A,,3
132709,R,662825,R,253866,A,,G,22376,A,,G,22376,A,,A,,3
132842,R,9422,A,,R,13668,G,314,G,570,G,314,G,570,A,,2
132851,R,128623,R,111840,A,,G,4412,A,,G,4412,A,,A,,3
132903,R,1607718,A,,R,157317,G,53591,G,6555,G,53591,G,6555,R,485,2
132976,A,,R,382332,A,,G,425,A,,G,425,A,,A,,1
133021,R,34006,R,193575,A,,G,1349,A,,G,1349,A,,A,,3
133155,A,,R,560340,A,,G,623,A,,G,623,A,,A,,1
133386,R,256723,R,748481,A,,G,9389,A,,G,9389,A,,A,,3
133465,R,13188,A,,R,12546,G,293,G,349,G,293,G,349,A,,2
133492,R,64116,A,,A,,G,2137,A,,G,2137,A,,A,,2
133508,R,295017,R,39900,A,,G,9878,A,,G,9878,A,,A,,3
133526,R,28278,A,,R,1377,G,943,G,57,G,943,G,57,A,,2
133553,R,242830,A,,R,11239,G,8094,G,468,G,8094,G,468,A,,2
133650,R,222806,A,,R,19480,G,7427,G,812,G,7427,G,812,R,769,2
133669,R,691119,A,,R,103566,G,23037,G,4315,G,23037,G,4315,R,355,2
133702,R,419590,R,661221,A,,G,14721,A,,G,14721,A,,A,,3
133711,R,75071,A,,R,147,G,2502,G,6,G,2502,G,6,A,,2
133809,R,18162,A,,A,,G,605,A,,G,605,A,,A,,2
133845,R,17824,A,,A,,G,594,A,,G,594,A,,A,,2
133854,R,9367,A,,A,,G,312,A,,G,312,A,,A,,2
133863,R,13896,A,,A,,G,463,A,,G,463,A,,A,,2
133872,R,33098,A,,R,9354,G,1103,G,390,G,1103,G,390,R,214,2
133881,R,100403,A,,R,71198,G,3347,G,2967,G,3347,G,2967,R,145,2
133951,R,1139038,A,,R,183931,G,37968,G,7664,G,37968,G,7664,R,1721,2
133960,R,23934,R,56590,A,,G,861,A,,G,861,A,,A,,3
133979,R,36937,A,,R,1512,G,1231,G,63,G,1231,G,63,A,,2
134024,A,,R,58290,A,,G,65,A,,G,65,A,,A,,1
134079,R,82088,A,,R,7406,G,2736,G,309,G,2736,G,309,R,103,2
134097,R,980394,A,,R,195970,G,32680,G,8165,G,32680,G,8165,R,1112,2
134130,R,1043058,A,,R,328948,G,34769,G,13706,G,34769,G,13706,R,3118,2
134228,A,,R,29700,A,,G,33,A,,G,33,A,,A,,1
134237,R,1047307,A,,R,35239,G,34910,G,1468,G,34910,G,1468,A,,2
134291,A,,R,435052,A,,G,483,A,,G,483,A,,A,,1
134307,A,,R,572411,A,,G,636,A,,G,636,A,,A,,1
134343,R,94098,R,149647,A,,G,3303,A,,G,3303,A,,A,,3
134495,R,569940,R,408158,A,,G,19452,A,,G,19452,A,,A,,3
134510,R,3627,A,,R,279,G,121,G,12,G,121,G,12,A,,2
134529,A,,R,254880,A,,G,283,A,,G,283,A,,A,,1
134574,A,,R,109500,A,,G,122,A,,G,122,A,,A,,1
134608,R,299429,R,528927,A,,G,10569,A,,G,10569,A,,A,,3
134714,A,,R,182300,A,,G,203,A,,G,203,A,,A,,1
134945,R,100693,A,,R,24287,G,3356,G,1012,G,3356,G,1012,R,257,2
135081,R,829068,A,,R,65520,G,27636,G,2730,G,27636,G,2730,R,316,2
135142,A,,R,137371,A,,G,153,A,,G,153,A,,A,,1
135160,R,52435,R,261894,A,,G,2039,A,,G,2039,A,,A,,3
135179,A,,R,695516,A,,G,773,A,,G,773,A,,A,,1
135188,R,102975,A,,A,,G,3433,A,,G,3433,A,,A,,2
135267,A,,R,472139,A,,G,525,A,,G,525,A,,A,,1
135276,A,,R,891386,A,,G,990,A,,G,990,A,,A,,1
135294,A,,R,348590,A,,G,387,A,,G,387,A,,A,,1
135337,A,,R,79152,A,,G,88,A,,G,88,A,,A,,1
135364,R,3426,A,,R,3813,G,114,G,159,G,114,G,159,A,,2
135391,R,184633,A,,A,,G,6154,A,,G,6154,A,,A,,2
135407,A,,R,982045,A,,G,1091,A,,G,1091,A,,A,,1
135522,A,,R,419585,A,,G,466,A,,G,466,A,,A,,1
135559,A,,R,59663,A,,G,66,A,,G,66,A,,A,,1
135647,A,,R,440252,A,,G,489,A,,R,498,A,,A,,1
135717,R,1252197,R,1062255,A,,G,42920,A,,G,42920,A,,A,,3
135726,R,402399,A,,R,83117,G,13413,G,3463,G,13413,G,3463,R,2519,2
135735,A,,R,849447,A,,G,944,A,,G,944,A,,A,,1
136109,A,,R,111165,A,,G,124,A,,G,124,A,,A,,1
136145,R,24343,R,49398,A,,G,866,A,,G,866,A,,A,,3
136172,R,399594,A,,R,38020,G,13320,G,1584,G,13320,G,1584,R,164,2
136215,R,219179,A,,R,172104,G,7306,G,7171,G,7306,G,7171,R,5417,2
136233,R,108382,R,219726,A,,G,3857,A,,G,3857,A,,A,,3
136303,A,,R,468018,A,,G,520,A,,G,520,A,,A,,1
136330,R,76669,A,,R,10882,G,2556,G,453,G,2556,G,453,R,230,2
136358,R,479156,R,682881,A,,G,16731,A,,G,16731,A,,A,,3
136400,R,186480,R,228243,A,,G,6470,A,,G,6470,A,,A,,3
136473,R,170505,R,299290,A,,G,6016,A,,G,6016,A,,A,,3
136491,A,,R,703161,A,,G,781,A,,G,781,A,,A,,1
136516,R,201484,R,161928,A,,G,6896,A,,G,6896,A,,A,,3
136659,A,,R,200741,A,,G,223,A,,G,223,A,,A,,1
136701,A,,A,,R,3140,A,,G,131,A,,G,131,A,,-2
136765,A,,R,444450,A,,G,494,A,,G,494,A,,A,,1
136774,R,48258,A,,A,,G,1609,A,,G,1609,A,,A,,2
136826,A,,R,533803,A,,G,593,A,,G,593,A,,A,,1
136950,R,87880,A,,R,8332,G,2929,G,347,G,2929,G,347,A,,2
137023,A,,R,461916,A,,G,513,A,,G,513,A,,A,,1
137032,R,167459,A,,R,33589,G,5582,G,1400,G,5582,G,1400,A,,2
137078,R,451982,R,209288,A,,G,15299,A,,G,15299,A,,A,,3
137087,A,,R,776918,A,,G,863,A,,G,863,A,,A,,1
137096,R,278418,R,305287,A,,G,9620,A,,G,9620,A,,A,,3
137120,A,,R,774785,A,,G,861,A,,G,861,A,,A,,1
137209,R,295793,R,229502,A,,G,10115,A,,G,10115,A,,A,,3
137245,A,,R,1207512,A,,G,1342,A,,G,1342,A,,A,,1
137272,R,1470,R,768,R,125,G,50,G,5,G,50,R,7,A,,3
137281,R,126382,R,111083,A,,G,4336,A,,G,4336,A,,A,,3
137315,R,52779,R,316190,A,,G,2111,A,,G,2111,A,,A,,3
137351,R,1067890,A,,R,184960,G,35596,G,7707,G,35596,G,7707,R,792,2
137476,R,73451,A,,R,39336,G,2448,G,1639,G,2448,G,1639,R,702,2
137546,R,72682,A,,R,8428,G,2423,G,351,G,2423,G,351,R,1044,2
137564,R,172507,A,,R,20649,G,5750,G,860,G,5750,G,860,R,129,2
137591,A,,R,209660,A,,G,233,A,,G,233,A,,A,,1
137713,A,,R,216713,A,,G,241,A,,G,241,A,,A,,1
137759,R,277843,R,336333,A,,G,9635,A,,G,9635,A,,A,,3
137777,R,880,A,,R,18,G,29,G,1,G,29,G,1,A,,2
137847,R,312181,A,,R,16857,G,10406,G,702,G,10406,G,702,R,9,2
137856,A,,R,175269,A,,G,195,A,,G,195,A,,A,,1
137865,A,,R,350152,A,,G,389,A,,G,389,A,,A,,1
137953,R,10399,A,,R,240,G,347,G,10,G,347,G,10,A,,2
137962,R,5259,A,,A,,G,175,A,,G,175,A,,A,,2
138187,R,1002098,R,246962,A,,G,33678,A,,G,33678,A,,A,,3
138275,R,21142,A,,R,1350,G,705,G,56,G,705,G,56,A,,2
138284,A,,R,237015,A,,G,263,A,,G,263,A,,A,,1
138293,R,23827,A,,R,1059,G,794,G,44,G,794,G,44,A,,2
138309,R,190666,A,,A,,G,4237,A,,G,4237,A,,A,,2
138354,R,253716,A,,R,72094,G,8457,G,3004,G,8457,G,3004,A,,2
138372,A,,R,385512,A,,G,428,A,,G,428,A,,A,,1
138479,A,,R,759754,A,,G,844,A,,G,844,A,,A,,1
138488,A,,R,499718,A,,G,555,A,,G,555,A,,A,,1
138497,A,,R,368238,A,,G,409,A,,G,409,A,,A,,1
138558,R,89824,A,,A,,G,2994,A,,G,2994,A,,A,,2
138600,R,28267,A,,R,4812,G,942,G,201,G,942,G,201,A,,2
138655,R,23160,A,,A,,G,772,A,,G,772,A,,A,,2
138664,R,4740,A,,A,,G,158,A,,G,158,A,,A,,2
138682,R,62145,A,,A,,G,2072,A,,G,2072,A,,A,,2
138716,R,160423,A,,R,11083,G,5347,G,462,G,5347,G,462,A,,2
138761,R,8146,A,,A,,G,272,A,,G,272,A,,A,,2
138822,A,,R,469970,A,,G,522,A,,G,522,A,,A,,1
138840,R,82274,A,,A,,G,2742,A,,G,2742,A,,A,,2
138868,R,60960,A,,R,2679,G,2032,G,112,R,2380,G,112,A,,2
138901,R,36711,A,,A,,G,1224,A,,G,1224,A,,A,,2
138929,A,,A,,A,,A,,A,,A,,A,,R,315,-2
138947,R,104204,A,,R,9877,G,3473,G,412,G,3473,G,412,A,,2
138956,R,88817,A,,A,,G,2961,A,,G,2961,A,,A,,2
139144,R,65919,A,,R,3128,G,2197,G,130,G,2197,G,130,A,,2
139153,R,3549,A,,R,3310,G,118,G,138,G,118,G,138,A,,2
139199,R,27824,A,,R,24014,G,927,G,1001,G,927,G,1001,R,436,2
139205,R,23127,A,,R,849,G,771,G,35,G,771,G,35,A,,2
139250,R,74106,A,,A,,G,2470,A,,G,2470,A,,A,,2
139278,R,125562,A,,A,,G,4185,A,,G,4185,A,,A,,2
139311,R,122571,A,,R,10404,G,4086,G,434,G,4086,G,434,A,,2
139348,A,,A,,R,3450,A,,G,144,A,,G,144,R,23,-2
139357,R,63761,A,,A,,G,2125,A,,G,2125,A,,A,,2
139366,R,153461,A,,R,26500,G,5115,G,1104,G,5115,G,1104,A,,2
139384,R,124919,A,,A,,G,4164,A,,G,4164,A,,A,,2
139393,R,26262,A,,R,457,G,875,G,19,G,875,G,19,A,,2
139463,R,114541,A,,A,,G,3818,A,,G,3818,A,,A,,2
139506,A,,R,74047,A,,G,82,A,,G,82,A,,A,,1
139579,R,12917,A,,R,17790,G,287,G,494,G,287,G,494,R,291,2
139621,R,36749,A,,A,,G,1225,A,,G,1225,A,,A,,2
139630,R,22507,A,,R,969,G,750,G,40,G,750,G,40,A,,2
139658,R,241990,A,,R,149658,G,8066,G,6236,G,8066,G,6236,R,1887,2
139700,R,104437,A,,A,,G,3481,A,,G,3481,A,,A,,2
139719,R,72795,A,,R,3714,G,2427,G,155,G,2427,G,155,A,,2
139746,R,2107,A,,A,,G,70,A,,G,70,A,,A,,2
139755,R,552619,A,,R,496103,G,18421,G,20671,G,18421,G,20671,A,,2
139764,R,66795,A,,R,14355,G,2227,G,598,G,2227,G,598,A,,2
139861,R,169200,A,,R,24091,G,5640,G,1004,G,5640,G,1004,R,12,2
139931,R,621269,A,,R,70631,G,20709,G,2943,G,20709,G,2943,R,107,2
139940,R,749597,A,,R,174232,G,24987,G,7260,G,24987,G,7260,R,788,2
139959,R,922772,A,,R,256650,G,30759,G,10694,G,30759,G,10694,R,2035,2
139968,R,71898,A,,A,,G,2397,A,,G,2397,A,,A,,2
139986,R,116911,A,,A,,G,3897,A,,G,3897,A,,A,,2
139995,R,42275,A,,A,,G,939,A,,G,939,A,,A,,2
140003,R,7268,A,,A,,G,162,A,,G,162,A,,A,,2
140012,R,176835,A,,A,,G,5895,A,,G,5895,A,,A,,2
140146,A,,A,,R,360,A,,G,15,A,,G,15,A,,-2
140234,R,16226,A,,R,2682,G,541,G,112,G,541,G,112,A,,2
140243,R,107224,A,,A,,G,3574,A,,G,3574,A,,A,,2
140252,R,40808,A,,R,5371,G,907,G,149,G,907,G,149,R,1790,2
140331,R,188653,A,,A,,G,6288,A,,G,6288,A,,A,,2
140340,R,16907,A,,R,1196,G,564,G,50,G,564,G,50,A,,2
140447,R,139313,A,,R,57690,G,4644,G,2404,G,4644,G,2404,R,1563,2
140553,R,83455,A,,A,,G,2782,A,,G,2782,A,,A,,2
140562,A,,A,,R,12256,A,,G,511,A,,R,517,R,467,-2
140571,R,10002,A,,A,,G,333,A,,G,333,A,,A,,2
140678,R,52614,A,,A,,G,1754,A,,G,1754,A,,A,,2
140696,R,51305,A,,R,667,G,1710,G,28,G,1710,G,28,A,,2
140720,R,8907,A,,A,,G,297,A,,G,297,A,,A,,2
140818,R,35727,A,,R,11890,G,1191,G,495,G,1191,G,495,A,,2
140827,R,3456,A,,A,,G,77,A,,G,77,A,,A,,2
140872,R,30170,A,,R,2736,G,1006,G,114,G,1006,G,114,A,,2
